Date;Time;DateTime;TTV;Thickness;SawGroove;SawEdge;SawStep;LastEmptying;OutSixSigma;WafersProduction;SiliciumType
20/05/2017;14:00;20/05/2017 14:00;54;301;53;628;1;20/05/2017;0;5065000;Multi
20/05/2017;15:00;20/05/2017 15:00;58;301;51;627;1;20/05/2017;0;5067000;Multi
20/05/2017;16:00;20/05/2017 16:00;62;301;58;626;1;20/05/2017;0;5068000;Multi
20/05/2017;17:00;20/05/2017 17:00;66;301;56;625;1;20/05/2017;0;5070000;Multi
20/05/2017;18:00;20/05/2017 18:00;70;301;62;624;1;20/05/2017;0;5072000;Multi
20/05/2017;19:00;20/05/2017 19:00;75;301;59;623;1;20/05/2017;0;5074000;Multi
20/05/2017;20:00;20/05/2017 20:00;80;301;51;622;1;20/05/2017;0;5075000;Multi
20/05/2017;21:00;20/05/2017 21:00;85;301;54;621;1;20/05/2017;0;5076000;Multi
20/05/2017;22:00;20/05/2017 22:00;90;301;52;620;1;20/05/2017;0;5078000;Multi
20/05/2017;23:00;20/05/2017 23:00;96;301;55;619;1;20/05/2017;1;5079000;Multi
21/05/2017;00:00;21/05/2017 00:00;102;301;51;618;1;20/05/2017;1;5080000;Multi
21/05/2017;01:00;21/05/2017 01:00;32;302;53;617;1;21/05/2017;0;5081000;Multi
21/05/2017;02:00;21/05/2017 02:00;32;302;47;616;1;21/05/2017;0;5083000;Multi
21/05/2017;03:00;21/05/2017 03:00;33;302;49;615;1;21/05/2017;0;5084000;Multi
21/05/2017;04:00;21/05/2017 04:00;34;302;49;614;1;21/05/2017;0;5086000;Multi
21/05/2017;05:00;21/05/2017 05:00;35;302;47;613;1;21/05/2017;0;5088000;Multi
21/05/2017;06:00;21/05/2017 06:00;36;302;42;612;1;21/05/2017;0;5090000;Multi
21/05/2017;07:00;21/05/2017 07:00;38;302;43;611;1;21/05/2017;0;5091000;Multi
21/05/2017;08:00;21/05/2017 08:00;40;302;45;610;1;21/05/2017;0;5092000;Multi
21/05/2017;09:00;21/05/2017 09:00;42;302;43;609;1;21/05/2017;0;5093000;Multi
21/05/2017;10:00;21/05/2017 10:00;44;302;42;608;1;21/05/2017;0;5094000;Multi
21/05/2017;11:00;21/05/2017 11:00;47;302;34;607;1;21/05/2017;0;5095000;Multi
21/05/2017;12:00;21/05/2017 12:00;50;302;36;606;1;21/05/2017;0;5096000;Multi
21/05/2017;13:00;21/05/2017 13:00;53;302;33;605;1;21/05/2017;0;5097000;Multi
21/05/2017;14:00;21/05/2017 14:00;56;302;40;604;1;21/05/2017;0;5099000;Multi
21/05/2017;15:00;21/05/2017 15:00;60;302;40;603;1;21/05/2017;0;5100000;Multi
21/05/2017;16:00;21/05/2017 16:00;64;302;45;602;1;21/05/2017;0;5102000;Multi
21/05/2017;17:00;21/05/2017 17:00;68;302;47;601;1;21/05/2017;0;5104000;Multi
21/05/2017;18:00;21/05/2017 18:00;72;302;41;600;1;21/05/2017;0;5105000;Multi
21/05/2017;19:00;21/05/2017 19:00;77;302;46;599;1;21/05/2017;0;5107000;Multi
21/05/2017;20:00;21/05/2017 20:00;82;302;52;598;1;21/05/2017;0;5108000;Multi
21/05/2017;21:00;21/05/2017 21:00;87;302;59;597;1;21/05/2017;0;5110000;Multi
21/05/2017;22:00;21/05/2017 22:00;92;302;62;596;1;21/05/2017;0;5112000;Multi
21/05/2017;23:00;21/05/2017 23:00;98;302;63;595;1;21/05/2017;1;5113000;Multi
22/05/2017;00:00;22/05/2017 00:00;104;302;64;594;1;21/05/2017;1;5114000;Multi
22/05/2017;01:00;22/05/2017 01:00;31;303;67;593;1;22/05/2017;0;5116000;Multi
22/05/2017;02:00;22/05/2017 02:00;31;303;59;592;1;22/05/2017;0;5117000;Multi
22/05/2017;03:00;22/05/2017 03:00;32;303;66;591;1;22/05/2017;0;5119000;Multi
22/05/2017;04:00;22/05/2017 04:00;33;303;67;590;1;22/05/2017;0;5121000;Multi
22/05/2017;05:00;22/05/2017 05:00;34;303;72;589;1;22/05/2017;0;5122000;Multi
22/05/2017;06:00;22/05/2017 06:00;35;303;71;588;1;22/05/2017;0;5123000;Multi
22/05/2017;07:00;22/05/2017 07:00;37;303;71;587;1;22/05/2017;0;5125000;Multi
22/05/2017;08:00;22/05/2017 08:00;39;303;63;586;1;22/05/2017;0;5126000;Multi
22/05/2017;09:00;22/05/2017 09:00;41;303;68;585;1;22/05/2017;0;5128000;Multi
22/05/2017;10:00;22/05/2017 10:00;43;303;66;584;1;22/05/2017;0;5130000;Multi
22/05/2017;11:00;22/05/2017 11:00;46;303;65;583;1;22/05/2017;0;5131000;Multi
22/05/2017;12:00;22/05/2017 12:00;49;303;68;582;1;22/05/2017;0;5133000;Multi
22/05/2017;13:00;22/05/2017 13:00;52;303;72;581;1;22/05/2017;0;5134000;Multi
22/05/2017;14:00;22/05/2017 14:00;55;303;71;580;1;22/05/2017;0;5136000;Multi
22/05/2017;15:00;22/05/2017 15:00;59;303;75;579;1;22/05/2017;0;5137000;Multi
22/05/2017;16:00;22/05/2017 16:00;63;303;70;578;1;22/05/2017;0;5138000;Multi
22/05/2017;17:00;22/05/2017 17:00;67;303;63;577;1;22/05/2017;0;5140000;Multi
22/05/2017;18:00;22/05/2017 18:00;71;303;72;576;1;22/05/2017;0;5141000;Multi
22/05/2017;19:00;22/05/2017 19:00;76;303;74;575;1;22/05/2017;0;5143000;Multi
22/05/2017;20:00;22/05/2017 20:00;81;303;72;574;1;22/05/2017;0;5145000;Multi
22/05/2017;21:00;22/05/2017 21:00;86;303;73;573;1;22/05/2017;0;5146000;Multi
22/05/2017;22:00;22/05/2017 22:00;91;303;66;572;1;22/05/2017;0;5148000;Multi
22/05/2017;23:00;22/05/2017 23:00;97;303;67;571;1;22/05/2017;1;5149000;Multi
23/05/2017;00:00;23/05/2017 00:00;103;303;70;570;1;22/05/2017;1;5150000;Multi
23/05/2017;01:00;23/05/2017 01:00;31;304;74;569;1;23/05/2017;0;5152000;Multi
23/05/2017;02:00;23/05/2017 02:00;31;304;80;568;1;23/05/2017;0;5154000;Multi
23/05/2017;03:00;23/05/2017 03:00;32;304;80;567;1;23/05/2017;0;5156000;Multi
23/05/2017;04:00;23/05/2017 04:00;33;304;74;566;1;23/05/2017;0;5158000;Multi
23/05/2017;05:00;23/05/2017 05:00;34;304;72;565;1;23/05/2017;0;5159000;Multi
23/05/2017;06:00;23/05/2017 06:00;35;304;74;564;1;23/05/2017;0;5161000;Multi
23/05/2017;07:00;23/05/2017 07:00;37;304;74;563;1;23/05/2017;0;5162000;Multi
23/05/2017;08:00;23/05/2017 08:00;39;304;75;562;1;23/05/2017;0;5163000;Multi
23/05/2017;09:00;23/05/2017 09:00;41;304;83;561;1;23/05/2017;0;5164000;Multi
23/05/2017;10:00;23/05/2017 10:00;43;304;78;560;1;23/05/2017;0;5165000;Multi
23/05/2017;11:00;23/05/2017 11:00;46;304;83;559;1;23/05/2017;0;5167000;Multi
23/05/2017;12:00;23/05/2017 12:00;49;304;88;558;1;23/05/2017;0;5168000;Multi
23/05/2017;13:00;23/05/2017 13:00;52;304;83;557;1;23/05/2017;0;5169000;Multi
23/05/2017;14:00;23/05/2017 14:00;55;304;81;556;1;23/05/2017;0;5170000;Multi
23/05/2017;15:00;23/05/2017 15:00;59;304;85;555;1;23/05/2017;0;5171000;Multi
23/05/2017;16:00;23/05/2017 16:00;63;304;86;554;1;23/05/2017;0;5173000;Multi
23/05/2017;17:00;23/05/2017 17:00;67;304;86;553;1;23/05/2017;0;5175000;Multi
23/05/2017;18:00;23/05/2017 18:00;71;304;87;552;1;23/05/2017;0;5177000;Multi
23/05/2017;19:00;23/05/2017 19:00;76;304;82;551;1;23/05/2017;0;5179000;Multi
23/05/2017;20:00;23/05/2017 20:00;81;304;88;550;1;23/05/2017;0;5180000;Multi
23/05/2017;21:00;23/05/2017 21:00;86;304;88;549;1;23/05/2017;0;5181000;Multi
23/05/2017;22:00;23/05/2017 22:00;91;304;79;548;1;23/05/2017;0;5182000;Multi
23/05/2017;23:00;23/05/2017 23:00;97;304;78;547;1;23/05/2017;1;5184000;Multi
24/05/2017;00:00;24/05/2017 00:00;103;304;82;546;1;23/05/2017;1;5186000;Multi
24/05/2017;01:00;24/05/2017 01:00;31;305;82;545;1;24/05/2017;0;5187000;Multi
24/05/2017;02:00;24/05/2017 02:00;31;305;77;544;1;24/05/2017;0;5188000;Multi
24/05/2017;03:00;24/05/2017 03:00;32;305;82;543;1;24/05/2017;0;5189000;Multi
24/05/2017;04:00;24/05/2017 04:00;33;305;78;542;1;24/05/2017;0;5191000;Multi
24/05/2017;05:00;24/05/2017 05:00;34;305;76;541;1;24/05/2017;0;5193000;Multi
24/05/2017;06:00;24/05/2017 06:00;35;305;76;540;1;24/05/2017;0;5194000;Multi
24/05/2017;07:00;24/05/2017 07:00;37;305;76;539;1;24/05/2017;0;5196000;Multi
24/05/2017;08:00;24/05/2017 08:00;39;305;70;538;1;24/05/2017;0;5198000;Multi
24/05/2017;09:00;24/05/2017 09:00;41;305;79;537;1;24/05/2017;0;5199000;Multi
24/05/2017;10:00;24/05/2017 10:00;43;305;75;536;1;24/05/2017;0;5200000;Multi
24/05/2017;11:00;24/05/2017 11:00;46;305;78;535;1;24/05/2017;0;5202000;Multi
24/05/2017;12:00;24/05/2017 12:00;49;305;77;534;1;24/05/2017;0;5204000;Multi
24/05/2017;13:00;24/05/2017 13:00;52;305;84;533;1;24/05/2017;0;5205000;Multi
24/05/2017;14:00;24/05/2017 14:00;55;305;88;532;1;24/05/2017;0;5206000;Multi
24/05/2017;15:00;24/05/2017 15:00;59;305;89;531;1;24/05/2017;0;5208000;Multi
24/05/2017;16:00;24/05/2017 16:00;63;305;88;530;1;24/05/2017;0;5210000;Multi
24/05/2017;17:00;24/05/2017 17:00;67;305;85;529;1;24/05/2017;0;5211000;Multi
24/05/2017;18:00;24/05/2017 18:00;71;305;85;528;1;24/05/2017;0;5213000;Multi
24/05/2017;19:00;24/05/2017 19:00;76;305;80;527;1;24/05/2017;0;5214000;Multi
24/05/2017;20:00;24/05/2017 20:00;81;305;74;526;1;24/05/2017;0;5215000;Multi
24/05/2017;21:00;24/05/2017 21:00;86;305;73;525;1;24/05/2017;0;5217000;Multi
24/05/2017;22:00;24/05/2017 22:00;91;305;75;524;1;24/05/2017;0;5218000;Multi
24/05/2017;23:00;24/05/2017 23:00;97;305;76;523;1;24/05/2017;1;5219000;Multi
25/05/2017;00:00;25/05/2017 00:00;103;305;81;522;1;24/05/2017;1;5220000;Multi
25/05/2017;01:00;25/05/2017 01:00;32;306;84;521;1;25/05/2017;0;5222000;Multi
25/05/2017;02:00;25/05/2017 02:00;32;306;80;520;1;25/05/2017;0;5223000;Multi
25/05/2017;03:00;25/05/2017 03:00;33;306;78;519;1;25/05/2017;0;5224000;Multi
25/05/2017;04:00;25/05/2017 04:00;34;306;77;518;1;25/05/2017;0;5225000;Multi
25/05/2017;05:00;25/05/2017 05:00;35;306;78;517;1;25/05/2017;0;5227000;Multi
25/05/2017;06:00;25/05/2017 06:00;36;306;72;516;1;25/05/2017;0;5229000;Multi
25/05/2017;07:00;25/05/2017 07:00;38;306;71;515;1;25/05/2017;0;5230000;Multi
25/05/2017;08:00;25/05/2017 08:00;40;306;69;514;1;25/05/2017;0;5232000;Multi
25/05/2017;09:00;25/05/2017 09:00;42;306;70;513;1;25/05/2017;0;5234000;Multi
25/05/2017;10:00;25/05/2017 10:00;44;306;62;512;1;25/05/2017;0;5235000;Multi
25/05/2017;11:00;25/05/2017 11:00;47;306;55;511;1;25/05/2017;0;5237000;Multi
25/05/2017;12:00;25/05/2017 12:00;50;306;59;510;1;25/05/2017;0;5238000;Multi
25/05/2017;13:00;25/05/2017 13:00;53;306;66;509;1;25/05/2017;0;5239000;Multi
25/05/2017;14:00;25/05/2017 14:00;56;306;61;508;1;25/05/2017;0;5241000;Multi
25/05/2017;15:00;25/05/2017 15:00;60;306;63;507;1;25/05/2017;0;5243000;Multi
25/05/2017;16:00;25/05/2017 16:00;64;306;59;506;1;25/05/2017;0;5245000;Multi
25/05/2017;17:00;25/05/2017 17:00;68;306;59;505;1;25/05/2017;0;5247000;Multi
25/05/2017;18:00;25/05/2017 18:00;72;306;63;504;1;25/05/2017;0;5249000;Multi
25/05/2017;19:00;25/05/2017 19:00;77;306;68;503;1;25/05/2017;0;5250000;Multi
25/05/2017;20:00;25/05/2017 20:00;82;306;67;502;1;25/05/2017;0;5251000;Multi
25/05/2017;21:00;25/05/2017 21:00;87;306;64;501;1;25/05/2017;0;5252000;Multi
25/05/2017;22:00;25/05/2017 22:00;92;306;56;500;1;25/05/2017;0;5254000;Multi
25/05/2017;23:00;25/05/2017 23:00;98;306;56;499;1;25/05/2017;1;5255000;Multi
26/05/2017;00:00;26/05/2017 00:00;104;306;54;498;1;25/05/2017;1;5256000;Multi
26/05/2017;01:00;26/05/2017 01:00;32;307;46;497;1;26/05/2017;0;5258000;Multi
26/05/2017;02:00;26/05/2017 02:00;32;307;46;496;1;26/05/2017;0;5259000;Multi
26/05/2017;03:00;26/05/2017 03:00;33;307;50;495;1;26/05/2017;0;5261000;Multi
26/05/2017;04:00;26/05/2017 04:00;34;307;51;494;1;26/05/2017;0;5263000;Multi
26/05/2017;05:00;26/05/2017 05:00;35;307;47;493;1;26/05/2017;0;5264000;Multi
26/05/2017;06:00;26/05/2017 06:00;36;307;46;492;1;26/05/2017;0;5266000;Multi
26/05/2017;07:00;26/05/2017 07:00;38;307;41;491;1;26/05/2017;0;5267000;Multi
26/05/2017;08:00;26/05/2017 08:00;40;307;44;490;1;26/05/2017;0;5268000;Multi
26/05/2017;09:00;26/05/2017 09:00;42;307;48;489;1;26/05/2017;0;5269000;Multi
26/05/2017;10:00;26/05/2017 10:00;44;307;49;488;1;26/05/2017;0;5270000;Multi
26/05/2017;11:00;26/05/2017 11:00;47;307;52;487;1;26/05/2017;0;5272000;Multi
26/05/2017;12:00;26/05/2017 12:00;50;307;55;486;1;26/05/2017;0;5273000;Multi
26/05/2017;13:00;26/05/2017 13:00;53;307;55;485;1;26/05/2017;0;5275000;Multi
26/05/2017;14:00;26/05/2017 14:00;56;307;46;484;1;26/05/2017;0;5276000;Multi
26/05/2017;15:00;26/05/2017 15:00;60;307;40;483;1;26/05/2017;0;5277000;Multi
26/05/2017;16:00;26/05/2017 16:00;64;307;39;482;1;26/05/2017;0;5279000;Multi
26/05/2017;17:00;26/05/2017 17:00;68;307;30;481;1;26/05/2017;0;5281000;Multi
26/05/2017;18:00;26/05/2017 18:00;72;307;26;480;1;26/05/2017;0;5282000;Multi
26/05/2017;19:00;26/05/2017 19:00;77;307;24;479;1;26/05/2017;0;5284000;Multi
26/05/2017;20:00;26/05/2017 20:00;82;307;21;478;1;26/05/2017;0;5286000;Multi
26/05/2017;21:00;26/05/2017 21:00;87;307;28;477;1;26/05/2017;0;5288000;Multi
26/05/2017;22:00;26/05/2017 22:00;92;307;25;476;1;26/05/2017;0;5289000;Multi
26/05/2017;23:00;26/05/2017 23:00;98;307;22;475;1;26/05/2017;1;5290000;Multi
27/05/2017;00:00;27/05/2017 00:00;104;307;21;474;1;26/05/2017;1;5292000;Multi
27/05/2017;01:00;27/05/2017 01:00;30;308;27;473;1;27/05/2017;0;5294000;Multi
27/05/2017;02:00;27/05/2017 02:00;30;308;23;472;1;27/05/2017;0;5295000;Multi
27/05/2017;03:00;27/05/2017 03:00;31;308;26;471;1;27/05/2017;0;5297000;Multi
27/05/2017;04:00;27/05/2017 04:00;32;308;21;470;1;27/05/2017;0;5298000;Multi
27/05/2017;05:00;27/05/2017 05:00;33;308;12;469;1;27/05/2017;0;5299000;Multi
27/05/2017;06:00;27/05/2017 06:00;34;308;6;468;1;27/05/2017;0;5300000;Multi
27/05/2017;07:00;27/05/2017 07:00;36;308;8;467;1;27/05/2017;0;5301000;Multi
27/05/2017;08:00;27/05/2017 08:00;38;308;6;466;1;27/05/2017;0;5303000;Multi
27/05/2017;09:00;27/05/2017 09:00;40;308;2;465;1;27/05/2017;0;5305000;Multi
27/05/2017;10:00;27/05/2017 10:00;42;308;9;464;1;27/05/2017;0;5306000;Multi
27/05/2017;11:00;27/05/2017 11:00;45;308;13;463;1;27/05/2017;0;5307000;Multi
27/05/2017;12:00;27/05/2017 12:00;48;308;15;462;1;27/05/2017;0;5308000;Multi
27/05/2017;13:00;27/05/2017 13:00;51;308;17;461;1;27/05/2017;0;5309000;Multi
27/05/2017;14:00;27/05/2017 14:00;54;308;19;460;1;27/05/2017;0;5311000;Multi
27/05/2017;15:00;27/05/2017 15:00;58;308;15;459;1;27/05/2017;0;5313000;Multi
27/05/2017;16:00;27/05/2017 16:00;62;308;16;458;1;27/05/2017;0;5315000;Multi
27/05/2017;17:00;27/05/2017 17:00;66;308;17;457;1;27/05/2017;0;5316000;Multi
27/05/2017;18:00;27/05/2017 18:00;70;308;19;456;1;27/05/2017;0;5317000;Multi
27/05/2017;19:00;27/05/2017 19:00;75;308;25;455;1;27/05/2017;0;5319000;Multi
27/05/2017;20:00;27/05/2017 20:00;80;308;19;454;1;27/05/2017;0;5320000;Multi
27/05/2017;21:00;27/05/2017 21:00;85;308;19;453;1;27/05/2017;0;5322000;Multi
27/05/2017;22:00;27/05/2017 22:00;90;308;26;452;1;27/05/2017;0;5324000;Multi
27/05/2017;23:00;27/05/2017 23:00;96;308;30;451;1;27/05/2017;1;5325000;Multi
28/05/2017;00:00;28/05/2017 00:00;102;308;36;450;1;27/05/2017;1;5327000;Multi
28/05/2017;01:00;28/05/2017 01:00;32;279;40;449;1;28/05/2017;0;5328000;Multi
28/05/2017;02:00;28/05/2017 02:00;32;279;41;448;1;28/05/2017;0;5330000;Multi
28/05/2017;03:00;28/05/2017 03:00;33;279;39;447;1;28/05/2017;0;5331000;Multi
28/05/2017;04:00;28/05/2017 04:00;34;279;41;446;1;28/05/2017;0;5333000;Multi
28/05/2017;05:00;28/05/2017 05:00;35;279;46;445;1;28/05/2017;0;5334000;Multi
28/05/2017;06:00;28/05/2017 06:00;36;279;50;444;1;28/05/2017;0;5335000;Multi
28/05/2017;07:00;28/05/2017 07:00;38;279;46;443;1;28/05/2017;0;5337000;Multi
28/05/2017;08:00;28/05/2017 08:00;40;279;42;442;1;28/05/2017;0;5338000;Multi
28/05/2017;09:00;28/05/2017 09:00;42;279;48;441;1;28/05/2017;0;5340000;Multi
28/05/2017;10:00;28/05/2017 10:00;44;279;47;440;1;28/05/2017;0;5341000;Multi
28/05/2017;11:00;28/05/2017 11:00;47;279;53;439;1;28/05/2017;0;5343000;Multi
28/05/2017;12:00;28/05/2017 12:00;50;279;57;438;1;28/05/2017;0;5344000;Multi
28/05/2017;13:00;28/05/2017 13:00;53;279;58;437;1;28/05/2017;0;5345000;Multi
28/05/2017;14:00;28/05/2017 14:00;56;279;49;436;1;28/05/2017;0;5347000;Multi
28/05/2017;15:00;28/05/2017 15:00;60;279;53;435;1;28/05/2017;0;5349000;Multi
28/05/2017;16:00;28/05/2017 16:00;64;279;53;434;1;28/05/2017;0;5351000;Multi
28/05/2017;17:00;28/05/2017 17:00;68;279;53;433;1;28/05/2017;0;5352000;Multi
28/05/2017;18:00;28/05/2017 18:00;72;279;53;432;1;28/05/2017;0;5353000;Multi
28/05/2017;19:00;28/05/2017 19:00;77;279;51;431;1;28/05/2017;0;5355000;Multi
28/05/2017;20:00;28/05/2017 20:00;82;279;47;430;1;28/05/2017;0;5357000;Multi
28/05/2017;21:00;28/05/2017 21:00;87;279;44;429;1;28/05/2017;0;5358000;Multi
28/05/2017;22:00;28/05/2017 22:00;92;279;42;428;1;28/05/2017;0;5360000;Multi
28/05/2017;23:00;28/05/2017 23:00;98;279;35;427;1;28/05/2017;1;5362000;Multi
29/05/2017;00:00;29/05/2017 00:00;104;279;34;426;1;28/05/2017;1;5363000;Multi
29/05/2017;01:00;29/05/2017 01:00;31;280;29;425;1;29/05/2017;0;5365000;Multi
29/05/2017;02:00;29/05/2017 02:00;31;280;23;424;1;29/05/2017;0;5367000;Multi
29/05/2017;03:00;29/05/2017 03:00;32;280;25;423;1;29/05/2017;0;5368000;Multi
29/05/2017;04:00;29/05/2017 04:00;33;280;23;422;1;29/05/2017;0;5369000;Multi
29/05/2017;05:00;29/05/2017 05:00;34;280;27;421;1;29/05/2017;0;5370000;Multi
29/05/2017;06:00;29/05/2017 06:00;35;280;31;420;1;29/05/2017;0;5371000;Multi
29/05/2017;07:00;29/05/2017 07:00;37;280;28;419;1;29/05/2017;0;5372000;Multi
29/05/2017;08:00;29/05/2017 08:00;39;280;27;418;1;29/05/2017;0;5374000;Multi
29/05/2017;09:00;29/05/2017 09:00;41;280;20;417;1;29/05/2017;0;5376000;Multi
29/05/2017;10:00;29/05/2017 10:00;43;280;22;416;1;29/05/2017;0;5377000;Multi
29/05/2017;11:00;29/05/2017 11:00;46;280;19;415;1;29/05/2017;0;5378000;Multi
29/05/2017;12:00;29/05/2017 12:00;49;280;16;414;1;29/05/2017;0;5380000;Multi
29/05/2017;13:00;29/05/2017 13:00;52;280;22;413;1;29/05/2017;0;5381000;Multi
29/05/2017;14:00;29/05/2017 14:00;55;280;20;412;1;29/05/2017;0;5383000;Multi
29/05/2017;15:00;29/05/2017 15:00;59;280;23;411;1;29/05/2017;0;5385000;Multi
29/05/2017;16:00;29/05/2017 16:00;63;280;20;410;1;29/05/2017;0;5386000;Multi
29/05/2017;17:00;29/05/2017 17:00;67;280;28;409;1;29/05/2017;0;5388000;Multi
29/05/2017;18:00;29/05/2017 18:00;71;280;28;408;1;29/05/2017;0;5389000;Multi
29/05/2017;19:00;29/05/2017 19:00;76;280;28;407;1;29/05/2017;0;5391000;Multi
29/05/2017;20:00;29/05/2017 20:00;81;280;22;406;1;29/05/2017;0;5393000;Multi
29/05/2017;21:00;29/05/2017 21:00;86;280;20;405;1;29/05/2017;0;5395000;Multi
29/05/2017;22:00;29/05/2017 22:00;91;280;26;404;1;29/05/2017;0;5397000;Multi
29/05/2017;23:00;29/05/2017 23:00;97;280;26;403;1;29/05/2017;1;5399000;Multi
30/05/2017;00:00;30/05/2017 00:00;103;280;31;402;1;29/05/2017;1;5400000;Multi
30/05/2017;01:00;30/05/2017 01:00;32;281;31;401;1;30/05/2017;0;5401000;Multi
30/05/2017;02:00;30/05/2017 02:00;32;281;31;400;1;30/05/2017;0;5403000;Multi
30/05/2017;03:00;30/05/2017 03:00;33;281;35;399;1;30/05/2017;0;5404000;Multi
30/05/2017;04:00;30/05/2017 04:00;34;281;32;398;1;30/05/2017;0;5406000;Multi
30/05/2017;05:00;30/05/2017 05:00;35;281;35;397;1;30/05/2017;0;5408000;Multi
30/05/2017;06:00;30/05/2017 06:00;36;281;39;396;1;30/05/2017;0;5410000;Multi
30/05/2017;07:00;30/05/2017 07:00;38;281;33;395;1;30/05/2017;0;5412000;Multi
30/05/2017;08:00;30/05/2017 08:00;40;281;31;394;1;30/05/2017;0;5413000;Multi
30/05/2017;09:00;30/05/2017 09:00;42;281;34;393;1;30/05/2017;0;5415000;Multi
30/05/2017;10:00;30/05/2017 10:00;44;281;26;392;1;30/05/2017;0;5416000;Multi
30/05/2017;11:00;30/05/2017 11:00;47;281;31;391;1;30/05/2017;0;5417000;Multi
30/05/2017;12:00;30/05/2017 12:00;50;281;32;390;1;30/05/2017;0;5419000;Multi
30/05/2017;13:00;30/05/2017 13:00;53;281;32;389;1;30/05/2017;0;5421000;Multi
30/05/2017;14:00;30/05/2017 14:00;56;281;26;388;1;30/05/2017;0;5423000;Multi
30/05/2017;15:00;30/05/2017 15:00;60;281;25;387;1;30/05/2017;0;5425000;Multi
30/05/2017;16:00;30/05/2017 16:00;64;281;26;386;1;30/05/2017;0;5427000;Multi
30/05/2017;17:00;30/05/2017 17:00;68;281;30;385;1;30/05/2017;0;5429000;Multi
30/05/2017;18:00;30/05/2017 18:00;72;281;31;384;1;30/05/2017;0;5430000;Multi
30/05/2017;19:00;30/05/2017 19:00;77;281;22;383;1;30/05/2017;0;5431000;Multi
30/05/2017;20:00;30/05/2017 20:00;82;281;17;382;1;30/05/2017;0;5433000;Multi
30/05/2017;21:00;30/05/2017 21:00;87;281;19;381;1;30/05/2017;0;5434000;Multi
30/05/2017;22:00;30/05/2017 22:00;92;281;22;380;1;30/05/2017;0;5436000;Multi
30/05/2017;23:00;30/05/2017 23:00;98;281;16;379;1;30/05/2017;1;5438000;Multi
31/05/2017;00:00;31/05/2017 00:00;104;281;17;378;1;30/05/2017;1;5440000;Multi
31/05/2017;01:00;31/05/2017 01:00;31;282;14;377;1;31/05/2017;0;5441000;Multi
31/05/2017;02:00;31/05/2017 02:00;31;282;9;376;1;31/05/2017;0;5443000;Multi
31/05/2017;03:00;31/05/2017 03:00;32;282;14;375;1;31/05/2017;0;5444000;Multi
31/05/2017;04:00;31/05/2017 04:00;33;282;11;374;1;31/05/2017;0;5446000;Multi
31/05/2017;05:00;31/05/2017 05:00;34;282;7;373;1;31/05/2017;0;5448000;Multi
31/05/2017;06:00;31/05/2017 06:00;35;282;7;372;1;31/05/2017;0;5450000;Multi
31/05/2017;07:00;31/05/2017 07:00;37;282;8;371;1;31/05/2017;0;5452000;Multi
31/05/2017;08:00;31/05/2017 08:00;39;282;11;370;1;31/05/2017;0;5454000;Multi
31/05/2017;09:00;31/05/2017 09:00;41;282;18;369;1;31/05/2017;0;5455000;Multi
31/05/2017;10:00;31/05/2017 10:00;43;282;16;368;1;31/05/2017;0;5456000;Multi
31/05/2017;11:00;31/05/2017 11:00;46;282;15;367;1;31/05/2017;0;5458000;Multi
31/05/2017;12:00;31/05/2017 12:00;49;282;12;366;1;31/05/2017;0;5460000;Multi
31/05/2017;13:00;31/05/2017 13:00;52;282;7;365;1;31/05/2017;0;5462000;Multi
31/05/2017;14:00;31/05/2017 14:00;55;282;9;364;1;31/05/2017;0;5463000;Multi
31/05/2017;15:00;31/05/2017 15:00;59;282;2;363;1;31/05/2017;0;5464000;Multi
31/05/2017;16:00;31/05/2017 16:00;63;282;8;362;1;31/05/2017;0;5466000;Multi
31/05/2017;17:00;31/05/2017 17:00;67;282;3;361;1;31/05/2017;0;5467000;Multi
31/05/2017;18:00;31/05/2017 18:00;71;282;5;360;1;31/05/2017;0;5469000;Multi
31/05/2017;19:00;31/05/2017 19:00;76;282;5;359;1;31/05/2017;0;5471000;Multi
31/05/2017;20:00;31/05/2017 20:00;81;282;6;358;1;31/05/2017;0;5473000;Multi
31/05/2017;21:00;31/05/2017 21:00;86;282;6;357;1;31/05/2017;0;5474000;Multi
31/05/2017;22:00;31/05/2017 22:00;91;282;3;356;1;31/05/2017;0;5476000;Multi
31/05/2017;23:00;31/05/2017 23:00;97;282;-4;355;1;31/05/2017;1;5477000;Multi
01/06/2017;00:00;01/06/2017 00:00;103;282;0;354;1;01/06/2017;1;5478000;Multi
01/06/2017;01:00;01/06/2017 01:00;103;283;-3;353;1;01/06/2017;1;5479000;Multi
01/06/2017;02:00;01/06/2017 02:00;103;283;0;352;1;01/06/2017;1;5481000;Multi
01/06/2017;03:00;01/06/2017 03:00;104;283;2;351;1;01/06/2017;1;5482000;Multi
01/06/2017;04:00;01/06/2017 04:00;105;283;3;350;1;01/06/2017;1;5483000;Multi
01/06/2017;05:00;01/06/2017 05:00;106;283;1;349;1;01/06/2017;1;5485000;Multi
01/06/2017;06:00;01/06/2017 06:00;107;283;3;348;1;01/06/2017;1;5486000;Multi
01/06/2017;07:00;01/06/2017 07:00;109;283;-1;347;1;01/06/2017;1;5488000;Multi
01/06/2017;08:00;01/06/2017 08:00;111;283;1;346;1;01/06/2017;1;5490000;Multi
01/06/2017;09:00;01/06/2017 09:00;113;283;-3;345;1;01/06/2017;1;5492000;Multi
